,Name,Overall_Rating,Food_Rating,Service_Rating,Ambience_Rating,Dined_Date,Reviews
1210,OpenTable Diner,5,5,5,5,44178,"Amazing service and food.  Despite Covid and eating outdoors in the cold, it was an amazing experience overall and we can’t wait to do it again soon!!!"
1211,ElizabethM,5,5,5,5,44176,I have been dining at Carmine’s for over 30 years and it never disappoints
1212,David,4,5,4,4,44174,"My original post involved many problems that were seen during my first visit to Carmines; however, the issues we had are no longer going to be be a problem since the restaurant has rectified my complaints. They are also working with us to make it right. With limited options from the Governor's orders, they are doing the best they can. The food was very good and service was to be expected."
1213,Adresser,5,5,5,5,44174,"Absolutely fabulous . Their doing everything they can to make dining outside fabulous. Service , food amazing 
Love love love !!!"
1214,OpenTable Diner,5,5,5,5,44169,The single best place to dine in the pandemic!
1215,Mykell,5,4,4,4,44166,"I went for my birthday celebration. We had to sit outside due to COVID restrictions but it was quite cold. 38 degrees to be exact. Wish they had more heaters, or the heat warmer. But overall I really enjoyed myself and my free birthday dessert."
1216,PamC,5,5,5,5,44164,Carmine's is wonderful.  The food is fresh and delicious and the staff is always friendly and helpful.  They are taking every COVID precaution and we feel comfortable in the restaurant.
1217,Sfdiner,5,5,4,3,44163,"So many great choices on the menu it’s difficult to decide. The pork chop is one of my favorite dishes and it was excellent as usual. Good wine, excellent bar service, really good food."
1218,Lisa,5,5,5,5,44153,Always excellent
1219,Colin,5,5,5,5,44152,Best restaurant in Bellevue.
1220,Travelerswife,5,5,5,5,44150,Always great food and service:)  Carmines is our go-to place for business or pleasure gatherings.
1221,BigMeatNoWhammy,5,5,5,5,44150,"We love the place! Food and service always splendid. 

We went early hoping it would not be busy. However, not only was it busy but a 20 plus person bridal shower was going on. Further, the table next to us was not 6 feet away. We were uncomfortable and we will not return to their location until COVID is gone. Not sure I would eat outside given the relaxed attitude re Social Distancing. All that being said, we are glad we got a chance to go before the second shutdown."
1222,DanaR,5,5,5,5,44150,We had an excellent dinner at Carmine with another couple on Saturday evening. The food and service were wonderful as always. One of our favorite places on the Eastside.
1223,ScottC,5,5,5,5,44149,Carmine's did not follow COVID guidlines with regard to spacing or % occupancy.  I would not have gone had I known the management was ignorant of public safety and common sense.
1224,Delightful,5,5,5,5,44149,"Lovely double date night - even with COVID Carmine's managed to make our night out an evening of fun and enjoyment.  The food was excellent.   Our waiter, Louis, was attentive and professional.  The restaurant was full but allowed for social distancing and safety - it felt like ""old times"" and a ""normal"" date.  Thanks Carmine's - we will be back as long as the Governor does not shut us down again?!?"
1225,Nick,5,5,5,5,44148,my favorite local restaurant for great food and wonderful service.
1226,JHK37,5,5,5,5,44147,Great service and great food!
1227,ScottF,5,5,5,5,44147,Great service. Delicious food
1228,JohnT,5,5,5,5,44143,As always everything was amazing!
1229,JenniferA,5,5,5,5,44142,"Carmines does not disappoint! The food was awesome, my land that bread...delicious !! They have a great wine selection and the service was top notch. Will definitely return every time we are in Washington."
1230,KerriU,5,5,5,5,44141,"We were in need of a date night and Carmine‘s hit the spot - had the best meal, wine and service! Luis was an absolute gem and we’ll ask for him the next time we’re back!"
1231,OpenTable Diner,5,5,5,5,44141,"My friend and I love coming here for lunch. It is quiet. It is calm and we like the food here. The decor is classy and I love the fresh flowers surrounding us. The fried calamari was  outstanding today! It’s not overly salted and overly cooked today and the presentation was beautiful. The scallop special today was delicious as well. Well balanced flavors of sea scallops, artichoke and bacon with pipping hot risotto was cooked perfectly. The pizza was awesome as well with nice chewy crispy crust and flavorful olive oil with fennel sausage. Lunch today was fabulous. Our server Marian was great as well. I love coming here however, today’s lunch was perfect in every way. We will be back next week 
Thank you"
1232,marcm,5,5,5,5,44140,"Great food, wine and amazing atmosphere!  You’ll have a great time here!"
1233,OpenTable Diner,5,5,5,5,44140,"Alwsys a fabulous experience at Carmine’s! The food is amazing and even with Covid~ it’s a wonderful, friendly, comfortable feeling... Always  feels like family♥️"
1234,OpenTable Diner,5,5,5,5,44139,Great Food! Very nice place 😊
1235,HeidiC,5,5,5,4,44136,"First time at Carmine's and we had no complaints whatsoever.  We were seated quickly (had a reservation), served efficiently, and the food and staff were outstanding!  We will return."
1236,ReneeS,5,5,5,5,44136,EXCELLENT service and great food. Always a good experience.
1237,DonicaB,5,5,5,5,44135,Beautiful interior. Pesto fettuccine with shrimp was so good!
1238,Nickd,4,4,4,5,44135,"Our server was very good. Only complaint we had ... they did not remember we were celebrating a birthday. Not much point in asking if there's a special occasion when making the reservation if they're not going to acknowledge it.

The food was excellent. The risotto, rigatoni, and the beef short ribs were outstanding. All were good size portions that could be shared. 

The restaurant is very noisy, but lively and fun. Don't recommend if you're looking for a quiet setting. You can still have a conversation but there's lots of background noise to contend with. We were there on a busy Friday night."
1239,OpenTable Diner,5,4,5,4,44135,"It was an amazing dinner! Very good service, and we had a very nice waiter. Very good appetizers, and food! At the end they surprised us with an anniversary dessert!"
1240,OpenTable Diner,5,5,5,5,44134,Come to Carmine’s once weekly with girlfriend to catchup. Good ambience and good food is why we are here once weekly
1241,karanD,5,5,5,5,44133,This is one of the only restaurants I feel comfortable going.  I love the staff and food and always feel safe and welcome. I adore these guys
1242,Lisa,5,5,5,5,44131,Always excellent
1243,JoeS,5,5,5,5,44128,Outstanding service and food.
1244,JessicaA,5,5,5,5,44126,"Fabulous food, attentive service"
1245,OpenTable Diner,5,5,5,5,44126,"Carmines wins best Restaurant during Carona. Somehow it still feels like their is life there. Great atmosphere, good food , great service. Great Lighting."
1246,HLCW,5,5,5,5,44126,Such a fun night out with our family. Staff seemed to be very safe but it did not feel overly paranoid. Was nice to feel a bit like the olden day (pre March 2020).
1247,CorinneB,5,5,5,5,44124,Love your restaurant and food. Great service with Ricardo.
1248,djhe,5,5,5,5,44121,They are doing a fabulous job of keeping the outdoor patio open and comfortable during these difficult times.
1249,RobB,5,5,5,5,44118,I’ve dined many times at Carmine’s both in Seattle and Bellevue. It is always fantastic and it is one of my long time person favorites.
1250,CoffeeMaven,5,5,5,5,44118,"I had lunch with an old friend at Carmine’s where we enjoyed a fantastic meal.   Social distancing was the rule of the seating and the waiter wore a mask.  I ordered Linguine Alle Vongole which was comprised of fresh Manila clams, chilies, garlic, parsley and olive oil.  The linguini was perfectly al dente and the sauce was amazing.  I had to soak up the sauce with the amazing bread that was place on the table.  My friend ordered Spaghetti Ortolano with goat cheese, tomatoes, pine nuts, olive oil.  Again, the pasta was al dente and she loved the dish.  Carmine’s has become our favorite dining experience and we plan on going back soon for another delicious lunch (or dinner)."
1251,AlinaS,5,5,5,5,44115,"This was an amazing place for a nice dinner! Our host was great, the food was amazing & it definitely made you feel warm on the inside. I would recommend this restaurant to everyone!"
1252,KevinF,5,4,5,5,44115,"We are frequent visitors to Carmine's in Bellevue.  Service is always very good, but this last visit it was spectacular.  Food is always very good - and this time was no different - thought the OssoBucco and filet was on point.  The duck was slightly overcooked - perhaps medium well, more than the ordered medium rare, but still very tasty.   One of our favorite places - we can rely on the staff at Carmine's always have a great product."
1253,Chris,5,5,5,5,44115,Our server Carly was wonderful.!!! Answered our questions professionally and took good care of us. The food was excellent!
1254,Maxwell,5,5,5,5,44113,"I would highly suggest going to Carmine’s! The food was amazing, all of the waiters were super polite and met all of our needs, they even brought out a candle and a little rose for our table! I will be recommending them to everyone I know and will definitely be going back!"
