Name,Overall_Rating,Food_Rating,Service_Rating,Ambience_Rating,Dined_Date,Reviews
Missy,5,5,5,5,2021-04-29,"Carmine’s in Bellevue is one of my favorite restaurants.  The staff is very friendly and attentive. The food is outstanding.  So many good dishes are offered it’s hard to make up your mind which one to order!  I ordered the special that day, wonderful risotto stuffed with crab.  It was awesome!  Their wine list is quite impressive.  I highly recommend dining at Carmine’s!"
MattF,5,5,5,5,2021-04-28,As always great food and great service.
MichelleS,5,5,5,5,2021-04-27,Everything was excellent!  We look forward to enjoying Carmine’s again!
OpenTable Diner,5,5,5,5,2021-04-24,"Just never disappoints. The halibut was perfectly cooked. My always go-to! Spectacular service. And love the fresh rose, every time."
KelliS,5,5,5,5,2021-04-22,"We went for our daughters 23rd Birthday and she was wished Happy Birthday from the hostess to the end of meal with a complimentary piece of cake given to her. The ambiance was nice, just a tad too loud that we couldn't hear each other talk some of the time, but it was overall excellent and would recommend to my friends and family! The staff was on top of it and the food was delicious."
CindyD,5,5,5,5,2021-04-22,"Delicious food, outstanding service. Pricey but worth it for special occasions and first meal out post vaccinations!"
KathyT,5,5,5,5,2021-04-21,It was lovely!
Brooklyne,5,5,5,4,2021-04-17,"Roberto, our server, and the rest of the team were amazing! We went to celebrate a few birthdays and received excellent service and a few surprises. Could not have asked for more. Thank you team!"
Anne,5,5,5,5,2021-04-16,Terrific outdoor eating on a warm Spring day. We loved it all!
KathyH,5,4,5,5,2021-04-16,"The tuna salad needs a more robust dressing - otherwise, the Halibut was amazing!"
MichaelG,5,5,5,5,2021-04-15,"Outstanding in every respect! Our server Luis was professional and personable. I asked for a modification to the menu and not only was it not a problem, but the final result was beyond my wildest dreams. I had heard from a friend that this was a great place. I actually felt that it had exceeded his praise. Carmine's is now on my favorites list"
delicious,5,5,5,4,2021-04-14,You have been going to Carmine’s downtown for years and enjoy having them in Bellevue now always dependable.
KariO,4,3,5,5,2021-04-14,Service was excellent. Great place to celebrate a special dinner.
TransplantedTexGal2,5,5,5,5,2021-04-13,"Spectacular lunch.  The service is always top notch, friendly and welcoming.  My husband had veal and I had fettuccine Alfredo.  Only comment was chicken was little nuggets of chicken sautéed instead of a breast grilled (which is what I requested).  Shrimp appetizer was delicious as well as minestrone soup and cauliflower soup.  No room for dessert."
nessiejo,4,4,4,4,2021-04-13,Always consistently lovely food and fabulous ambience.
Momof3,5,5,5,5,2021-04-09,I love the neighborhood vibe at Carmine’s. Such an amazing staff most of them have been there for years. The food is incredible! Beautiful restaurant highly recommend ❤️
WaGal,5,5,5,5,2021-04-09,Great crab risotto and sweetbreads.  Panna cotta was perfect and the bread was to die for.  We celebrated hubby’s birthday and he says that’s now his go to place for a special occasion (Move over Cafe Juanita!)
RunningMate,5,5,5,5,2021-04-08,"It's been a year since COVID started, nice to be back, the food is as delicious as I remembered,  and service is great!"
eater,5,3,5,5,2021-04-07,"Service was excellent, could not have been better.  Food was good, not great."
AmyA,5,5,5,5,2021-04-07,"Everything at Carmine’s is always fabulous. It is my favorite restaurant in Bellevue, or probably the entire area for that matter. The service is impeccable and the food outstanding. Even though it’s expensive, I don’t mind paying it for the quality of the experience."
CoffeeMaven,5,5,5,5,2021-04-07,Excellent food and service. Tirimisu is to die for!
Friends,5,5,5,5,2021-04-06,Outstanding in every aspect! Felt very safe returning for the first time since COVID. Highly recommend!
MarkR,5,5,5,5,2021-04-02,"Noise level...perfect! Could have a great conversation with the people at your table and knowing that others were enjoying their conversation as well. The excitement for loud restaurants is over-rated and ridiculous...fine for a bar but not for a restaurant in which you wan to enjoy the time with the people you are there with. THIS is my favorite restaurant in all of the greater Seattle area. The perfect cocktail, perfect food...{Stanley Tucci would be envious if only he knew....shhh.}"
MaryB,2,4,3,2,2021-04-02,Carmines was packed on Thursday night when we went there for dinner.  It was if there weren't any Covid guidelines.  A large table of 15-18 young girls (9-10?) nearby took a lot of our waiter's attention and slowed down our service.
JoeS,5,5,5,5,2021-04-02,So happy Carmine's is open.  The service and food were great.
JimR,5,5,5,5,2021-04-02,"Excellent meal, awesome staff and restaurant. Highly recommend!"
SergeyA,5,5,5,5,2021-04-01,We Love this place. Very clean and cozy atmosphere.
DavidL,5,5,5,5,2021-04-01,"We ate outside on the permanent covered patio, across the street from the Bellevue park. The service was great and the food excellent. Had the halibut special in a wonderful sauce. Don't miss the Bolognese, which can be ordered as an appetizer."
TiffanyH,4,5,3,4,2021-03-30,"Great food, beautiful presentation and ambiance. My waiter could have been more attentive but the food saved the day!"
RobinS,5,5,5,5,2021-03-26,"Food was fabulous, service was attentive and the atmosphere was elegantly casual!"
YuliyaD,5,5,5,5,2021-03-25,"Beautiful. Warm atmosphere. Delicious. Had a very pleasant time celebrating our event. The staff was caring and helpful, made the whole experience even more special. On top of that, there was quality food."
bmoreseattle,5,5,5,5,2021-03-24,"Delicious food.  My friends and I greatly enjoyed all our pasta dishes.  Spacious dining area, so easy to be socially distanced.  Friendly service."
FilipS,3,2,4,4,2021-03-24,"Decent atmosphere, sub par service, the most okay 54 dollar filet mignon I’ve had."
SanDiegoTraveller,3,2,4,5,2021-03-24,Adorable outdoor dining - very cozy with heaters. Food was very average. Service quite slow
OpenTable Diner,5,5,5,5,2021-03-23,Food and service were outstanding as usual!  We were celebrating a birthday and Carmine’s made it very special.  One of our favorite places to enjoy a great meal and we look forward to coming back.
DeborahD,5,5,5,5,2021-03-19,"This restaurant is wonderful!!! It’s so charming, and the food is amazing. I took my daughter her for a birthday lunch and it was perfect."
SidEsw,5,5,5,5,2021-03-17,"We had the most delightful experience. The server greeted and wished us for our anniversary. When we arrived at our table, there was a cute anniversary card waiting for us and we also received a complimentary Tiramisu with 'happy anniversary' written. The server also had our food customised for our dietary preferences (vegetarian). I would definitely recommend this place for celebrating a special occasion."
Tbik,5,5,5,5,2021-03-13,Very tasty and enjoyable lunch!
OpenTable Diner,5,5,5,5,2021-03-12,Anything seafood:) and the gnocchi is fire.
OpenTable Diner,5,5,5,5,2021-03-12,Love coming to Carmine! Great decors. Great service! Especially Marion is always attentive and smiling ! We had the garlic prawns and fried calamari Bc it is always delicious and not over salted . I had sea bass with mushroom and pasta garlic oil. That’s my favorite here at the restaurant. My friend and I comes in at least once a week for lunch for good food and catchup and to be pampered by Marion. We will be back
cristinaj,5,5,5,5,2021-03-09,"love the place
it is one of my fav placed in Bellevue"
OpenTable Diner,5,5,5,5,2021-03-09,Great food and service! Perfect for an easy date night.
GerryL,5,5,5,5,2021-03-07,"Very enjoyable evening.  Good food, good wait staff, friendly, professional  all around."
KathleenA,5,5,5,5,2021-03-04,Went for our anniversary and had a delicious meal with excellent service.
selenakaliyaa,4,4,4,4,2021-03-02,Pretty good like always but the bruschetta that I ordered the bread was really hard to bite into sadly I couldn’t enjoy it
AngelaR,5,5,5,5,2021-03-02,"Everything about our visit was outstanding. Food, ambiance, service, all was so impressive! A must go restaurant"
OpenTable Diner,5,5,4,4,2021-02-28,It was much fuller than expected for COVID era. Great service and amazing food. I had their crab truffle risotto. My wife had the clam linguine. Both excellent.
love2bicycle,5,5,4,4,2021-02-27,"there's a good mix of Italian dishes: pasta and lamb, fish and steak. We always go for the spaghetti, the best you'll find in these parts, and have only tried the veal and salmon, both are very good, and prepared in interesting ways. The wait staff are attentive. the restaurant is beautiful and located across the street from the Bellevue city park,  and the view is very scenic. There's a poetic quality to the food and the place. Depending on the day, it's can be romantic, and yet it can be boisterous given the right mix of people."
OpenTable Diner,5,5,5,5,2021-02-24,Came here for a birthday and it was great. Food was tasty and service was friendly.
OpenTable Diner,5,5,5,5,2021-02-24,"We were so happy to find out lunch dine in is available again ! Food tasted even better than before! We had the fried calamari and sea bass special w garlic oil pasta! The calamari was tender and crispy and perfectly salted! Sea bass w puttanesca sauce was just perfect seasoned and pan fried. The pasta was the best one I’ve had considering I love the squid ink pasta they have on the menu. Plus Marian brought us a little dish of white truffle oil to go w pasta. IT WAS OUTSTANDING! We always enjoy the ambience of the restaurant and appreciates the fresh flowers displays. The services was attentive but not intruding . Food was prepared perfectly. That’s why we made it a weekly lunch at Carmine’s ! 
Thank you"
